name,true_sentiment,text,normalized_text,key_words
ВкусВилл Айс,Negative,"Обучите своих сотрудников корректному общению! Нечасто сталкиваюсь с хамством,но тут уже не впервые раз. Отвратительное отношение продавцов.",обучать свой сотрудник корректный общение нечасто сталкиваться хамство впервые отвратительный отношение продавец,"[('обучать свой', np.float64(0.04940384002065631)), ('отношение продавец', np.float64(0.04940384002065631)), ('свой сотрудник', np.float64(0.09700399286574239)), ('сотрудник корректный', np.float64(0.09700399286574239)), ('корректный общение', np.float64(0.09700399286574239))]"
Иверия,Negative,"Был в этом кафе много раз, правда последний раз был около 5 лет назад. Все было на высшем уровне еда,цены,обслуживание,НО вчерашний вечер все перевернул!!!! Зал был абсолютно пустой, шашлык приготовлен не понятно на чем, но точно не на углях, типа во фритюре или газовом гриле, практически все блюда не соленые, меню вызвало восторг, обычные тетрадные листочки в клеточку на которых от руки написаны блюда.. УЖАС!!!! Но самого главное поразило что при все при этом что мы были одни взале нас ещё и хотели обмануть на 1600!!!! Что мы заказывали и они на каждое блюдо накинули по 200р а на шашлык и того больше 1000..  Вообщем не знаю что стало с этим кафе, но теперь понятно. Почему там не кого нет и гостей...",кафе правда последний около год назад весь высокий уровень еда цена обслуживание вчерашний вечер весь перевертывать зал абсолютно пустой шашлык приготавливать понятно точно уголь тип фритюр газовый гриль практически весь блюдо соленый меню вызывать восторг обычный тетрадный листочек клеточка который рука написать блюдо ужас главное поражать взал хотеть обманывать заказывать каждый блюдо накинуть шашлык вообщий знать становиться кафе понятно почему гость,"[('правда последний', np.float64(0.018558289805484032)), ('высокий уровень', np.float64(0.018558289805484032)), ('уровень еда', np.float64(0.018558289805484032)), ('еда цена', np.float64(0.018558289805484032)), ('цена обслуживание', np.float64(0.018558289805484032))]"
Хинкальная № 1,Positive,"Второй раз посещаем это место, очень нравится, ещё и с собой берём. Что можно выделить это наивкуснейшая кухня, ну и приветливый персонал.",второй посещать место очень нравиться брать выделять вкусный кухня приветливый персонал,"[('приветливый персонал', np.float64(0.04940384002065631)), ('посещать место', np.float64(0.09700399286574239)), ('нравиться брать', np.float64(0.09700399286574239)), ('брать выделять', np.float64(0.09700399286574239)), ('выделять вкусный', np.float64(0.09700399286574239))]"
Я люблю хинкали,Negative,"Помещение некомфортное, странно пахнет вокруг, официант милая, но без формы. Заказывали хинкали, готовили очень долго, но в целом по вкусу нормальные. Десерты маленькие, своей цены не оправдывают. В центре за эти цены можно намного лучше поесть в более приятной обстановке. Не советую. ",помещение некомфортный странно пахнуть вокруг официант милый форма заказывать хинкали готовить очень долго целое вкус нормальный десерт маленький свой цена оправдывать центр цена намного поесть приятный обстановка советовать,"[('помещение некомфортный', np.float64(0.01842270036858818)), ('обстановка советовать', np.float64(0.01842270036858818)), ('некомфортный странно', np.float64(0.0306441008900016)), ('странно пахнуть', np.float64(0.0306441008900016)), ('официант милый', np.float64(0.0306441008900016))]"
Качели,Negative,"Была вчера в этом кафе. Взяла картошку пюре, и пирожок с чаем. Порция очень маленькая. На вкус пюре оказалась кислое. Но была голодная и торопилась. Вечером начало крутить живот, растройство кишечника, и сегодня продолжение. Никому не рекомендую. ",вчера кафе взять картошка пюре пирожок чай порция очень маленький вкус пюре оказываться кислый голодный торопиться вечер начинать крутить живот растройство кишечник сегодня продолжение никто рекомендовать,"[('вчера кафе', np.float64(0.018491282433885956)), ('никто рекомендовать', np.float64(0.018491282433885956)), ('кафе взять', np.float64(0.030755015531692964)), ('взять картошка', np.float64(0.030755015531692964)), ('пирожок чай', np.float64(0.030755015531692964))]"
Русский двор,Negative,"Вечером в воскресенье посетили летнюю площадку в кафе ""Русский двор"" Ранее уже были там, пробовали грузинскую кухню - хинкали, хачапури, чебуреки. Что сказать, это было разочарование. Грузинского в еде ничего нет, кроме названия, мало специй, всё пресное.  В этот раз решили дать второй шанс и попробовать дранбургеры. Это катастрофа. С привлекательным фото в меню эта ""еда"" не имеет ничего общего. Красивые и пышные драники, сочный говяжий бифштекс, свежий томат, красный лук... Ничего этого вы здесь не получите. Серая картофельная лужа, нечто непонятное из перемолотых субпродуктов коричневого цвета, шкурки от томата, невнятный соус. Всё это искусно подогрето в микроволновке.  Очень жаль, что вы не уважаете своих гостей и продаете им такую гадкую еду.  Обслуживание оставляет желать лучшего, недовольные и кислые лица кассиров, сразу дают понять, что вам тут не рады.",вечер воскресение посещать летний площадка кафе русский двор ранее пробовать грузинский кухня хинкали хачапури чебурек сказать разочарование грузинский еда ничто кроме название мало специя пресный решать давать второй шанс попробовать дранбургер катастрофа привлекательный фото меню еда иметь ничто общий красивый пышный драник сочный говяжий бифштекс свежий томат красный лук ничто получать серый картофельный лужа нечто непонятный перемалывать субпродукт коричневый цвет шкурка томат невнятный соус весь искусный подогревать микроволновка очень жаль уважать свой гость продавать гадкий еда обслуживание оставлять желать хороший недовольный кислый лицо кассир сразу давать понимать рад,"[('вечер воскресение', np.float64(0.012317505626242304)), ('понимать рад', np.float64(0.012317505626242304)), ('воскресение посещать', np.float64(0.01842466491439567)), ('посещать летний', np.float64(0.01842466491439567)), ('летний площадка', np.float64(0.01842466491439567))]"
Хата Казака,Positive,"Всегда любил хату казака, рекомендую, отличная кухня, национальный колорит, приятная атмосфера, в окна видно море) и живописный ландшафт.",любить хата казак рекомендовать отличный кухня национальный колорит приятный атмосфера окно видно море живописный ландшафт,"[('любить хата', np.float64(0.04940384002065631)), ('живописный ландшафт', np.float64(0.04940384002065631)), ('хата казак', np.float64(0.09700399286574239)), ('казак рекомендовать', np.float64(0.09700399286574239)), ('рекомендовать отличный', np.float64(0.09700399286574239))]"
Хинкальная,Negative,"Ужаснейшее место в котором когда-либо был. 1. Обслуживание: ужаснейшее, официант грубит, ничего не знает по меню, по типу сами думайте, что заказывать, на удачу 2. Кухня: нет правильности подачи и еда либо обгоревшая, либо сырая. Принесли люля-кебаб сырое и недосоленное-пресное из Хвостов и палок. Потом принесли салат Цезарь, в котором куриное мясо обгоревшее, как будто угольки принесли. Обычная забегаловка без сервиса и вкуса еды. Советую обходить это место стороной.",ужасный место который обслуживание ужасный официант грубить ничто знать меню тип думать заказывать удача кухня правильность подача еда либо обгорать либо сырой приносить сырой недосаливать пресный хвост палка приносить салат цезарь который куриный мясо обгорать уголек приносить обычный забегаловка сервис вкус еда советовать обходить место сторона,"[('место сторона', np.float64(0.01847606925601083)), ('официант грубить', np.float64(0.020359533472414076)), ('грубить ничто', np.float64(0.020359533472414076)), ('ничто знать', np.float64(0.020359533472414076)), ('знать меню', np.float64(0.020359533472414076))]"
Грузинский дом,Negative,И сервис и еда - все ниже плинтуса. От грузинского - одно наименование.  Недоваренная начинка в хинкали. Винной карты нет. Блюда все пересоленные.  Не советую к посещению никому категорически пока не исправят ситуацию. Забегаловка в центре города.,сервис еда ниже плинтус грузинский наименование недоваривать начинка хинкали винный карта блюдо весь пересолить советовать посещение никто категорически пока исправлять ситуация забегаловка центр город,"[('сервис еда', np.float64(0.04940384002065631)), ('центр город', np.float64(0.04940384002065631)), ('плинтус грузинский', np.float64(0.09700399286574239)), ('грузинский наименование', np.float64(0.09700399286574239)), ('наименование недоваривать', np.float64(0.09700399286574239))]"
Пирс,Negative,"Первый раз пробовала шашлык со вкусом колбасы, это ужасно, даже не думала, что можно сделать такой невкусный шашлык. Чебурек был не лучше. Обычно, если мясо не очень , можно вкусное тесто чебуречное поесть. В этом заведении не повезло ни с фаршем в чебуреке, ни с тестом... На кафе не тянет, есть там нечего. Пивнушка, рюмочная .  ",первый пробовать шашлык вкус колбаса ужасно думать сделать невкусный шашлык чебурек хороший обычно мясо очень вкусный тесто чебуречный поесть заведение везти фарш чебурек тест кафе тянуть нечего пивнушка рюмочный,"[('пивнушка рюмочный', np.float64(0.019743941211743603)), ('вкус колбаса', np.float64(0.03277825745301808)), ('колбаса ужасно', np.float64(0.03277825745301808)), ('ужасно думать', np.float64(0.03277825745301808)), ('думать сделать', np.float64(0.03277825745301808))]"
Salad Cafe,Negative,"Живем на Древлянке и у нас двое детей, по этой причине мы вбираем кафе и рестораны с детской зоной и недалеко от дома. В этом кафе были не в первый раз.  7 марта днем позвонил и резервировать столик для 4х взрослых и двух детей на 8 марта. Сотрудник принял резерв. Я попросил столик у окна, ответили , что будут в назначенное время ждать.  Мы пришли в указанное время, зашли в кафе,  за барной стойкой молодой человек спросил резервировали ли мы место, и на чье имя? Услышав имя сделал гримасу и сказал, что должны были предупредить, что место по факту.  В зале был свободен столик у окна и в центре зала. Я спросил, можно ли сесть за свободный столик у окна. В ответ услышал, что столик зарезервирован. Я ответил, что мы тоже резервировали столик на это время. В ответ грубо прозвучало, что для нас есть место только в центре зала.  С детьми этот вариант не приемлем.  На пришлось уйти. И понятно, что в 16:00 8 марта свободных мест в других кафе и ресторанах с детской зоной нам не найти.  Мы прекрасно провели время дома, выручила доставка из ближайшей шашлычной.  Но такого наплевательского отношения к клиентам, когда вокруг такая конкуренция, я давно не встречал.   Заведение не заслуживает доверия. Если не хотите разочарований и испорченного дня не рассчитывайте на это заведение.   Всех женщин от всего сердца поздравляю с 8 марта! Желаю прекрасно провести вечер без разочарований)",жить древлянка двое ребенок причина вбирать кафе ресторан детский зона недалеко дом кафе первый марта день позвонить резервировать столик взрослый ребенок март сотрудник принимать резерв попросить столик окно отвечать назначать время ждать приходить указанный время зайти кафе барный стойка молодой человек спрашивать резервировать место чей имя услышать имя сделать гримаса сказать должный предупреждать место факт зал свободный столик окно центр зал спрашивать садиться свободный столик окно ответ услышать столик зарезервировать отвечать резервировать столик время ответ грубо прозвучать место центр зал ребенок вариант приемлемый приходиться уходить понятно март свободный место кафе ресторан детский зона находить прекрасно проводить время дома выручать доставка близкий шашлычная наплевательский отношение клиент вокруг конкуренция давно встречать заведение заслуживать доверие хотеть разочарование испорченный день рассчитывать заведение весь женщина весь сердце поздравлять март желать прекрасно проводить вечер разочарование,"[('ресторан детский', np.float64(0.0034629593846884263)), ('детский зона', np.float64(0.0042954278263749954)), ('столик окно', np.float64(0.004392178140635865)), ('кафе ресторан', np.float64(0.0059011611072354595)), ('центр зал', np.float64(0.006348680866635302))]"
Фрекен Бок,Positive,"Замечательное уютное кафе. Прекрасная атмосфера, авторские блюда. Отличный кофе и домашний уют. Только желательно бронировать столик заранее, часто все места заняты. ",замечательный уютный кафе прекрасный атмосфера авторский блюдо отличный кофе домашний уют желательно бронировать столик заранее часто весь место занимать,"[('замечательный уютный', np.float64(0.04940384002065631)), ('место занимать', np.float64(0.04940384002065631)), ('уютный кафе', np.float64(0.09700399286574239)), ('кафе прекрасный', np.float64(0.09700399286574239)), ('прекрасный атмосфера', np.float64(0.09700399286574239))]"
Ля Гурмэ,Negative,"Не рекомендую! Подают суррогат, а не кофе.  Отношение хамское.  Заказали кофе по-восточному в турке, флет уайт и десерты. Флет уайт пить оказалось невозможно- подошла к кассе, спросила не из автомата ли кофе. Они ответили - а вы думали, я его вручную делаю. 🤦‍♀️ В общем кофе, которому красная цена 50₽. Меренга тоже невкусная.    В дополнение ко всему - уборная комната, где даже дверь не закрывается.  Всё грязное.   В общем красивый фасад, но обслуживание и качество блюд ужасное. ",рекомендовать подавать суррогат кофе отношение хамский заказывать кофе восточный турок флет уайт десерт флет уайт пить оказываться невозможно подходить касса спрашивать автомат кофе отвечать думать вручную делать общий кофе который красный цена меренга невкусный дополнение уборная комната дверь закрываться весь грязный общий красивый фасад обслуживание качество блюдо ужасный,"[('флет уайт', np.float64(0.0068318204382462125)), ('рекомендовать подавать', np.float64(0.009963934404266307)), ('блюдо ужасный', np.float64(0.009963934404266307)), ('турок флет', np.float64(0.01377570877155058)), ('уайт десерт', np.float64(0.01377570877155058))]"
Понаехали,Positive,"Вкусно, доброжелательный персонал, невысокие цены, грузинская кухня в основном. Без пафоса, просто вкусно поесть.",вкусно доброжелательный персонал невысокий цена грузинский кухня основной пафос просто вкусно поесть,"[('вкусно поесть', np.float64(0.029227395770283462)), ('доброжелательный персонал', np.float64(0.03346752176983843)), ('персонал невысокий', np.float64(0.03346752176983843)), ('невысокий цена', np.float64(0.03346752176983843)), ('цена грузинский', np.float64(0.03346752176983843))]"
Торнадо,Negative,"Музыка живая есть, но в связи с событиями не ставят композиции затрагивающие тему СВО и патриотизма, считаю это неправильным.",музыка живой связь событие ставить композиция затрагивать тема сво патриотизм считать неправильный,"[('музыка живой', np.float64(0.04940384002065631)), ('считать неправильный', np.float64(0.04940384002065631)), ('живой связь', np.float64(0.09700399286574239)), ('связь событие', np.float64(0.09700399286574239)), ('событие ставить', np.float64(0.09700399286574239))]"
Кафе 190 км,Negative,"Очень плохое место обслуживание посетителей очень грубое , не советую",очень плохой место обслуживание посетитель очень грубый советовать,"[('грубый советовать', np.float64(0.015380821171891606)), ('плохой место', np.float64(0.02570861714399338)), ('место обслуживание', np.float64(0.02570861714399338)), ('обслуживание посетитель', np.float64(0.02570861714399338)), ('советовать', np.float64(0.09568045026443411))]"
Деревяшка,Negative,"Почему-то популярно среди жителей города. Обслуживание нулевое, каждый сезон набираются неопытные молодые люди. Всегда липкие деревянные столы и нечистый пол. Блюда из переза мороженных  или низкосортных продуктов. Если кто-либо из посетителей решается на замечание, то  в основном от работников следует реакция безразличия, иной раз и откровенной грубости.  Кафе продувается всеми ветрами, поэтому неуютное, звук телевизора настолько громок, что отсутствует возможность общения.  Отдельное смешное помещение туалета напоминает карточный домик. Уровень точки соцпитания не заслуживает даже одного балла.",популярно среди житель город обслуживание нулевой каждый сезон набираться неопытный молодой человек липкий деревянный стол нечистый пол блюдо перез мороженный низкосортный продукт посетитель решаться замечание основной работник следовать реакция безразличие иной откровенный грубость кафе продуваться весь ветер поэтому неуютный звук телевизор настолько громкий отсутствовать возможность общение отдельный смешной помещение туалет напоминать карточный домик уровень точка соцпитание заслуживать балл,"[('популярно среди', np.float64(0.04940384002065631)), ('заслуживать балл', np.float64(0.04940384002065631)), ('среди житель', np.float64(0.09700399286574239)), ('житель город', np.float64(0.09700399286574239)), ('город обслуживание', np.float64(0.09700399286574239))]"
Nicepricecafe,Negative,"Если готовы ожидать около часа свой заказ , то можете смело приходить в это заведение. Заказ свой ожидали 55 минут . И то , если бы не подошла к администратору , то наверное так и не дождалась бы своего заказа . Такие же проблемы были и у людей за соседними столиками.  Еда посредственная ( никому не советую заказывать роллы , исполнение ужасное как и сам вкус). Если нравится сидеть в тесноте с незнакомыми людьми , то вам однозначно сюда .  Если вам попадётся тарелка без скола, то вам несказанно повезло .  Официанты без печаток подают блюдо , и на тарелке остаются отпечатки пальцев ( согласитесь мало приятного видеть как официант сначала берет грязную посуду со столов , потом протирает стол , а потом этими же руками отдаёт вам блюдо).  Единственный плюс это демократичные цены , но даже этот плюс не перекрывает все остальные минусы .  В общем категорически не советую посещать данное заведение!",готовый ожидать около час свой заказ мочь смело приходить заведение заказ свой ожидать минута подходить администратор наверное дождаться свой заказ проблема человек соседний столик еда посредственный никто советовать заказывать ролл исполнение ужасный вкус нравиться сидеть теснота незнакомый человек однозначно сюда попадаться тарелка скол несказанный везти официант печатка подавать блюдо тарелка оставаться отпечаток палец соглашаться мало приятный видеть официант сначала брать грязный посуда стол протирать стол рука отдавать блюдо единственный плюс демократичный цена плюс перекрывать весь остальной минус общий категорически советовать посещать данный заведение,"[('готовый ожидать', np.float64(0.018051095449377868)), ('свой заказ', np.float64(0.019107872202773837)), ('смело приходить', np.float64(0.019972084135923673)), ('минута подходить', np.float64(0.019972084135923673)), ('подходить администратор', np.float64(0.019972084135923673))]"
Воронцовский дворик,Negative,"Кафе вроде есть, но закрыто. Надеялись покушать заехать. Но причину, так и не узнали. Хотя бы на двери написали, что то. Расписание есть, а дверь закрыта. Непорядок.",кафе вроде закрывать надеяться покушать заезжать причина узнавать хотя дверь написать расписание дверь закрывать непорядок,"[('кафе вроде', np.float64(0.021567786782198985)), ('закрывать непорядок', np.float64(0.031557281947372486)), ('надеяться покушать', np.float64(0.035715520099333646)), ('покушать заезжать', np.float64(0.035715520099333646)), ('заезжать причина', np.float64(0.035715520099333646))]"
Клим,Positive,"Очень вкусно, красиво. Детям понравилось",очень вкусно красивый ребенок понравиться,"[('ребенок понравиться', np.float64(0.04940384002065631)), ('вкусно красивый', np.float64(0.09700399286574239)), ('красивый ребенок', np.float64(0.09700399286574239)), ('понравиться', np.float64(0.15831692877998726)), ('вкусно', np.float64(0.29736558256021506))]"
Чебуречная,Negative,"Начитавшись отличных отзывов, планировали, путешествуя по Старице, обязательно зайти в это место. И каково же было удивление, что Чебуречная в выходные (субботу и воскресенье) не работает... прямо разочарование, причём никто про это не писал в отзывах. Очень странно, что в самые, казалось бы, прибыльные дни заведение закрыто...",начитываться отличный отзыв планировать путешествовать старица обязательно зайти место каков удивление чебуречная выходной суббота воскресение работать прямо разочарование причем никто писать отзыв очень странно самый казаться прибыльный день заведение закрывать,"[('начитываться отличный', np.float64(0.018240539904976663)), ('заведение закрывать', np.float64(0.018240539904976663)), ('планировать путешествовать', np.float64(0.030349427098123015)), ('путешествовать старица', np.float64(0.030349427098123015)), ('старица обязательно', np.float64(0.030349427098123015))]"
ШашлыкоF,Negative,"Не рекомендую, т.к. очень-очень долго ждали заказ, даже есть перехотелось, посуда битая со сколами и трещинами, тарелки мокрые, еда подаётся чуть ли не граммами, заказали на 3 тысячи , а ушли голодные и недовольные... Испортили настроение только! Обслуживающий персонал - школьники!      ",рекомендовать очень очень долго ждать заказ перехотеться посуда бить скол трещина тарелка мокрый еда подаваться грамм заказывать тысяча уходить голодный недовольный испортить настроение обслуживающий персонал школьник,"[('персонал школьник', np.float64(0.015380821171891606)), ('ждать заказ', np.float64(0.02570861714399338)), ('заказ перехотеться', np.float64(0.02570861714399338)), ('перехотеться посуда', np.float64(0.02570861714399338)), ('посуда бить', np.float64(0.02570861714399338))]"
Булочки Канта,Positive,"Завтракал тут несколько дней подряд. Каша дня всегда была - овсяная. Очень вкусная, также вкусные омлет/яичница ну и сами булочки канта. Отдельное спасибо за вежливое и добродушное обслуживание.  Внутри кафе немного душно, но есть много мест на улице",завтракать несколько день подряд каша день овсяный очень вкусный также вкусный омлет яичница булочка кант отдельный спасибо вежливый добродушный обслуживание внутри кафе немного душно место улица,"[('место улица', np.float64(0.018916523137764214)), ('подряд каша', np.float64(0.03144240091948438)), ('омлет яичница', np.float64(0.03144240091948438)), ('яичница булочка', np.float64(0.03144240091948438)), ('булочка кант', np.float64(0.03144240091948438))]"
Хинкали-Gали!,Positive,"Все очень вкусно, быстро подали, хорошее обслуживание. Остались довольны.",очень вкусно быстро подавать хороший обслуживание оставаться довольный,"[('оставаться довольный', np.float64(0.04940384002065631)), ('вкусно быстро', np.float64(0.09700399286574239)), ('быстро подавать', np.float64(0.09700399286574239)), ('подавать хороший', np.float64(0.09700399286574239)), ('хороший обслуживание', np.float64(0.09700399286574239))]"
Гриль Шеф,Negative,"Не советую это заведение. Овощи не мыты и не свежие, была плесень и гниль на помидоре. Живот не скажет спасибо после посещения этого заведения",советовать заведение овощ мыть свежий плесень гниль помидор живот сказать спасибо посещение заведение,"[('советовать заведение', np.float64(0.029227395770283462)), ('овощ мыть', np.float64(0.03346752176983843)), ('мыть свежий', np.float64(0.03346752176983843)), ('свежий плесень', np.float64(0.03346752176983843)), ('плесень гниль', np.float64(0.03346752176983843))]"
Nalu Baloo,Positive,"Периодически хожу в это кафе на обед. Чистенько, уютно, вежливый персонал. Вкусная еда в паназиатском стиле. Люблю Том ям, поке, безумно вкусные ягодные чаи. Замечаний нет. Рекомендую!!!",периодически ходить кафе обед чистенько уютно вежливый персонал вкусный еда паназиатский стиль любить яма пока безумно вкусный ягодный чай замечание рекомендовать,"[('периодически ходить', np.float64(0.018818151346519908)), ('замечание рекомендовать', np.float64(0.018818151346519908)), ('ходить кафе', np.float64(0.031283437983838376)), ('кафе обед', np.float64(0.031283437983838376)), ('обед чистенько', np.float64(0.031283437983838376))]"
Бишкек Сити,Negative,Заказал Эда официантка принёс чай и лепёшка чайник без крышки оффигеть на санитарность,заказывать эда официантка приносить чай лепешка чайник крышка оффигеть санитарность,"[('заказывать эда', np.float64(0.04940384002065631)), ('оффигеть санитарность', np.float64(0.04940384002065631)), ('эда официантка', np.float64(0.09700399286574239)), ('официантка приносить', np.float64(0.09700399286574239)), ('приносить чай', np.float64(0.09700399286574239))]"
Хинкали-Gали!,Positive,"Место просто волшебное!   Удобное местоположение, вежливый персонал, а главное - недорогие и безумно вкусные хинкали! Если вы будете проходить мимо этого чудного заведения, то обязательно зайдите 😍",место просто волшебный удобный местоположение вежливый персонал главное недорогой безумно вкусный хинкали проходить мимо чудный заведение обязательно зайти,"[('обязательно зайти', np.float64(0.04940384002065631)), ('волшебный удобный', np.float64(0.09700399286574239)), ('удобный местоположение', np.float64(0.09700399286574239)), ('местоположение вежливый', np.float64(0.09700399286574239)), ('вежливый персонал', np.float64(0.09700399286574239))]"
Nicepricecafe,Negative,"Пришли по наводкам знакомых, все говорят одно: «вкусно и дёшево». Вкусы у всех разные, поэтому наша компания осталась недовольна. Само заведение выглядит приятно, но если вы любитель уединиться - то не заходите сюда)  Пройдемся по пунктам - а) дёшево. Это правда✅ все позиции стоят 200-250 рублей, зависит от времени. Есть исключения для больших блюд, таких как сэты и т.д. б) вкусно. К сожалению этот пункт можно вычеркивать. Чтобы описать качество и вкус продуктов достаточно закупиться продуктовой линейкой «Каждый День». Мы брали роллы, том ям, оливье, салаты и напитки. Вы спокойно можете сделать все эти блюда сами, потратив 250 рублей (или даже меньше), как говорилось ранее закупиться надо самыми дешевыми продуктами и тогда вы смело можете говорить, что были в данном заведении. Про напитки вообще отдельная история, алкогольная пина колада удивила нас своим необычным вкусом медицинского спирта, было максимально неприятно от одного лишь глотка. Смузи со смородиной и бананом лучшее после пина колады, вкус банана и смородины есть хоть и разбавлен водой, но это намного приятнее химозных напитков. Том ям был очень острым, хоть мы и часто его берем и знаем истинный вкус.  в) ОооЖжжиДаааНиЕее Знаете сколько мы ждали оливье? Да, ровно 50 минут. Вылавливали официантов каждые 10 минут и просили принести это чудо-блюдо, они отвечали хорошо и тут же исчезали. К другим позициям претензий - нет, мы ждали всего по 20-30 минут) Пара за соседним столиком позвала менеджера, потому что им показалось, что их блюда испорчены. Сказать больше нечего, спасибо за внимание! ",приходить наводка знакомый говорить вкусно дешево вкус разный поэтому наш компания оставаться недовольный заведение выглядеть приятно любитель уединяться заходить сюда проходиться пункт дешево правда весь позиция стоять рубль зависеть время исключение большой блюдо сэт вкусно сожаление пункт вычеркивать описывать качество вкус продукт достаточно закупиться продуктовый линейка каждый день брать ролл яма оливье салат напиток спокойно мочь сделать весь блюдо потратить рубль мало говориться ранее закупиться самый дешевый продукт смело мочь говорить данный заведение напиток вообще отдельный история алкогольный пина колад удивлять свой необычный вкус медицинский спирт максимально неприятно лишь глоток смузи смородина банан хороший пина колада вкус банан смородина разбавлять вода намного приятно химозный напиток яма очень острый часто брать знать истинный вкус ооожжжидаааниеее знать сколько ждать оливье ровно минута вылавливать официант каждый минута просить приносить чудо блюдо отвечать исчезать позиция претензия ждать минута пара соседний столик позвать менеджер показываться блюдо испортить сказать нечего спасибо внимание,"[('приходить наводка', np.float64(0.008967718507300847)), ('наводка знакомый', np.float64(0.011889366632300995)), ('разный поэтому', np.float64(0.011889366632300995)), ('компания оставаться', np.float64(0.011889366632300995)), ('оставаться недовольный', np.float64(0.011889366632300995))]"
Coffee Cake,Positive,"Прекрасное меню. Уютная атмосфера. Вежливый доброжелательный персонал. Все очень вкусно, быстро.  Яйцо пашот и бенедикт прекрасны.  Пришли по рекомендациям!  Теперь любимое место.",прекрасный меню уютный атмосфера вежливый доброжелательный персонал весь очень вкусно быстро яйцо пашот бенедикт прекрасный приходить рекомендация любимый место,"[('любимый место', np.float64(0.019140227991962366)), ('меню уютный', np.float64(0.03180378063984036)), ('уютный атмосфера', np.float64(0.03180378063984036)), ('атмосфера вежливый', np.float64(0.03180378063984036)), ('вежливый доброжелательный', np.float64(0.03180378063984036))]"
Маркус,Negative,"Выглядит так, что на полпути хочется развернуться. Облезлый кот трётся, надеюсь, в отсутствии посетителей не спит на столах. Была очень голодной, взяла датский хот-дог (110₽). Выглядит очень хорошо, по факту ужасно невкусно - отвратительный соус, отвратительная сосиска. После третьего укуса отправляется в помойку. ",выглядеть полпути хотеться развертываться облезлый кот тереться надеяться отсутствие посетитель спать стол очень голодный взять датский выглядеть очень факт ужасно невкусно отвратительный соус отвратительный сосиска третий укус отправляться помойка,"[('отправляться помойка', np.float64(0.019743941211743603)), ('полпути хотеться', np.float64(0.03277825745301808)), ('хотеться развертываться', np.float64(0.03277825745301808)), ('развертываться облезлый', np.float64(0.03277825745301808)), ('облезлый кот', np.float64(0.03277825745301808))]"
Шашлычная Марусино,Negative,"Заказали бизнес-ланч, 50 минут ждали, сказали ещё 5 минут. Попросили деньги назад, вернули. Нужно предупреждать заранее что так долго ждать. Наглецы!!! ",заказывать бизнес ланч минута ждать сказать минута попросить деньги назад вернуть нужно предупреждать заранее долго ждать наглеца,"[('заказывать бизнес', np.float64(0.021835427670083753)), ('ждать наглеца', np.float64(0.03200789768605077)), ('бизнес ланч', np.float64(0.036145734466354454)), ('попросить деньги', np.float64(0.036145734466354454)), ('предупреждать заранее', np.float64(0.036145734466354454))]"
Сим-Сим,Positive,"Обожаю подобные места, с виду очень невзрачное, неприметное и ""не туристическое"", но если если вы любите мясо, особенно блюда из баранины - тут ее умеют готовить! И используют правильное сырье. Поварам и хозяину - мое почтение...",обожать подобный место вид очень невзрачный неприметный туристический любить мясо особенно блюдо баранина уметь готовить использовать правильный сырье повар хозяин почтение,"[('обожать подобный', np.float64(0.04940384002065631)), ('хозяин почтение', np.float64(0.04940384002065631)), ('подобный место', np.float64(0.09700399286574239)), ('место вид', np.float64(0.09700399286574239)), ('невзрачный неприметный', np.float64(0.09700399286574239))]"
Закусочная,Positive,"Отличная закусочная. Часто забегаю туда пообедать, если нету время заехать домой. Готовят на отлично и выходит не дорого.  ",отличный закусочная часто забегать туда пообедать нету время заезжать домой готовить отлично выходить дорого,"[('отличный закусочная', np.float64(0.04940384002065631)), ('выходить дорого', np.float64(0.04940384002065631)), ('пообедать нету', np.float64(0.09700399286574239)), ('заезжать домой', np.float64(0.09700399286574239)), ('домой готовить', np.float64(0.09700399286574239))]"
